x,z
358.3025932,6.420179724
336.6159376,6.366179436
305.1914722,7.261179356
275.5249924,7.242179293
236.761513,7.245179119
194.047805,7.240178915
146.3052552,7.284178575
104.3019301,7.244178376
60.36365972,7.282178281
22.79028784,7.247178114
0,6.686177957
