x,z
213.862957,7.321186597
203.4697763,7.403185681
195.054065,7.285185122
182.2435231,7.398187599
169.3242388,7.402186883
152.0887607,7.3721862
133.752534,7.399185226
121.6071252,7.282184148
103.1254766,7.324183382
79.63827312,7.384182285
62.53939629,7.400180883
44.79503592,7.394179798
27.81419701,7.31917874
16.61953712,7.347177734
11.66283297,7.379177059
0,7.329176765
